Title|Post date|Path|Date|Meeting Year|Presentation Title|Presenter Name|Summary
:::Connecting Neuroscience with EFL in Japan/Asia|06/01/2011 21:40:15|/chapters/kq/schedule/2011/july/09|07/09/2011 - 09:00 to 17:30|||Various|FAB1: Kitakyushu Conference****Connecting Neuroscience with EFL in Japan/Asia****A charity event for the Tohoku children****Plenary Speakers:****Robert S. Murphy (Memory and Learning), Curtis Kelly (Neuroplasticity of the Brain), Marc Helgesen (The Science of Happiness), Tim Murphey (The Brain on Agency). Local presenters too! ****First Annual Brain Day (FAB1) is like no other conference that you have been to. The whole day is designed as a single coherent package. What you learn in the first session will connect and compound with every other session at the FAB conference! We believe in active learning -so be prepared to focus on the content and speak up during the Power Sessions. By the end of the conference, you will have a notebook full of take home activities and a brain full of new ideas and inspiration for your classrooms! (Visit http://fab-efl.com for details)****Plenary presenters will donate their honorariums directly to children's charities of the Tohoku disaster. All FAB1 proceeds after costs will also be donated to charity.****
:::Testing Times: Ensuring Success|03/13/2011 15:07:46|/chapters/kq/schedule/2011/june/11|06/11/2011 - 18:30 to 20:00|||Michael Phillips|This multifaceted presentation will begin with a brief theoretical review of the major types and functions of language assessments, as well as fundamental criteria and desirable properties of good tests. Practical advice regarding easy mistakes and critical things to avoid in constructing, mediating, and applying test items will also be given.****It will detour into the interesting field of automated scoring of speaking and writing tests (both English and Japanese) and examine the latest trends.****Participants will then be asked to consider (in small groups) some issues in applied testing such as: the role of L1 in examining L2; the role of translation techniques in oral tests; or considerations for raters when assessing test items. An open forum opportunity will also be given to teachers to discuss assessment issues relevant to their current teaching situation.****Michael Phillips graduated with an honours degree in environmental sciences. He came to Japan as part of the JET Programme in July 2001, and has since taught at kindergarten, primary, junior-high, high-school, junior college, community centres, eikaiwa, and business schools. He is currently completing a Masters of Education (TESOL), and enjoys the challenge of having to reflect on and apply knowledge directly.****
:::Using effective search strategies to access available English language resources for research in Japan|01/22/2011 18:00:54|/chapters/kq/schedule/2011/november/12|11/12/2011 - 18:30 to 20:00|||James Hicks|Whether using open access online materials or subscription databases, locating the most relevant books, journals, and articles for your research topic can be a challenge. A few simple online search strategies and the effective use of existing physical collections can reveal a wealth of English language materials available to scholars and researchers in Japan.****James Hicks has been engaged in English language education in Japan for nearly 20 years. He holds a BA and MA in International Relations and is currently pursuing an MA in Library and Information Science.****
:::A Fluency First Approach through Extensive Writing in the EFL Context|01/22/2011 17:53:36|/chapters/kq/schedule/2011/september/10|09/10/2011 - 18:30 to 20:00|||Steven Herder|Since 2007, I have been stunned at my students' response to extensive writing (EWr). Their engagement and self-confidence in writing, their speed and fluency have all increased dramatically. EWr offers a chance for teachers to connect with students in an innovative, meaningful way. This workshop will provide a theoretical framework for L2 writing in an EFL context, and share results from the past 2 years of my EWr program in a Japanese high school.****Steven Herder has been teaching within the Japanese EFL context since 1989. Having extensive teaching experience at the elementary and secondary school level, he is currently an assistant professor in the International Studies department at Doshisha Women’s College of Liberal Arts. He is also extremely active in professional development within the ELT community: founding MASH Collaboration in 2007, editing numerous articles, academic volumes and proceedings, and leading teacher training seminars for various companies throughout Japan. Steven works from the perspective that, “being a teacher means a never-ending commitment to learning”.****
:::How to get your students to read without really trying|01/22/2011 17:37:09|/chapters/kq/schedule/2011/may/14|05/14/2011 - 18:30 to 20:00|||Tom Robb|This presentation will demonstrate how you can stimulate your students to read outside of class time. The freely available MoodleReader quiz program allows students to take brief quizzes at home (or school) and collect stamps for each quiz successfully passed.****Thomas Robb, Kyoto Sangyo University, is a founding member and past president of JALT.  He is currently interested in ways to better use computers for language learning.****
:::Dogme in ELT: A demonstration|01/22/2011 17:30:02|/chapters/kq/schedule/2011/april/09|04/09/2011 - 18:30 to 20:00|||Barbara Hoskins Sakamoto|What is Dogme ELT? It is a philosophy that says our dependence on materials and technology can actually slow down the learning process. It is also an approach to teaching that is materials light, conversation-driven, and focuses on emergent language.****More importantly, what does Dogme in English Language Teaching have to offer English teachers in Japan? This workshop will focus on answering this question. Using a Dogme approach, we'll uncover the principles that characterize Dogme ELT, how these principles might work in unplugging our own teaching.****Barbara Hoskins Sakamoto has been an EFL teacher and teacher trainer since 1985. She has conducted workshops throughout Asia, the U.S. and Latin America, and is co-author of Let's Go (OUP). Her motto is Always try new things, so these days, when she's not teaching, writing, or giving workshops, you'll often find her online exploring the potential of social media for professional development.****
:::Behavior Management|01/22/2011 17:21:03|/chapters/kq/schedule/2011/march/12|03/12/2011 - 18:30 to 20:00|||Matthew Jenkins|Undoubtedly the best way to engage students is to get them to enjoy themselves. However, despite all efforts, at all levels of education, there are times when some student plays up, messes with a cell phone, or overdosed on karaoke the night before and is sleepy in class. As teachers, how should we deal with such situations?****Matthew Jenkins will briefly discuss current theories to help teachers deal with inappropriate behavior. He will then elaborate on his own techniques at a university and a high school, and lead into a discussion of how others in the group deal with behavior in their own contexts.****Matthew Jenkins has an MA in applied linguistics, a business degree, and is currently completing his second MA in Teaching. He has taught at university, and currently teaches junior high school and elementary school children in the Kitakyushu area. He has more than ten years teaching experience. His hobbies include surfing, camping, martial arts, and travel.****
:::Improve your memory and learning: Practical classroom applications|11/26/2010 00:36:16|/chapters/kq/schedule/2011/january/08|01/08/2011 - 18:30 to 20:00|||Robert S. Murphy| Want to improve your memory!? What about your students’ memory? Robert will discuss provocative new discoveries in brain research, memory, and learning. The content, stemming from his research at the Harvard Graduate School of Education, is cutting-edge yet highly practical! There will be a good balance between theory and fantastic hands-on applications. CREAME pedagogy and “Teaching for the DATC” will be thoroughly covered in the presentation.****
:::2010 December End of Year Social Event|11/26/2010 00:33:28|/chapters/kq/schedule/2010/december/11|12/11/2010 - 19:00 to 20:30|||All Welcome|This December, instead of our usual meeting format, we will be holding a social event to celebrate the end of the year. This will be a great opportunity to not only meet other members, but to also chat and share ideas and thoughts in an informal setting. We hope many of our members, and others, will attend this year's end of year party.****Place: Tio Pepe (map: http://www.kitakyushu-town.com/map/kk054152/ Phone: 093 513 5505)****Date: Saturday, December 11****Time: 19:00-20:30****Meeting: Meet us at Kokura station in front of the Monorail station at 18:30, or at Tio Pepe at 19:00****Details: All you can eat and drink, Italian, 4200 yen****RSVP: Contact Gareth Steele by the 6th of December to reserve your place:****Garethsteele@yahoo.co.uk****
:::Active Participation through Student Response|11/26/2010 00:20:09|/chapters/kq/schedule/2011/february/12|02/12/2011 - 18:30 to 20:00|||Bill Pellowe and Paul Shimizu| We can motivate students to stay focused in the classroom through student response systems (SRS) that require all students to respond simultaneously. Low-tech SRS include giving students batsu-maru****paddles to show the teacher. In more complex SRS, students use remote clickers to send in answers. Regardless of the level of technology, SRS improve student concentration, and encourage an active engagement with the material.  ****In this presentation, first, Paul Shimizu and Bill Pellowe will  demonstrate a low-tech student response system they've developed using simple, 2-sided answer paddles. More information about this can be found at http://captur.me website, which contains downloadables and activity ideas.****Next, Bill Pellowe will demonstrate a high-tech response system that he developed. This free, open-source system is available for download from http://moars.com, and with it, teachers can easily create web-based quizzes and surveys for students to take on mobile devices such as iPod Touch, mobile phones, etc.  Feel free to bring your iPhone or iPod Touch.****
:::Teaching and learning English humour, in principle and practice|09/27/2010 12:18:43|/chapters/kq/schedule/2010/november/13|11/13/2010 - 18:30 to 20:00|||Richard Hodson|One question in the review section of a popular textbook widely used in conversation classes asks, ‘Can you tell a joke in English?’ but in the presenter’s experience students rarely, if ever, attempt this question. Why not? How can learners be encouraged to experiment with humour, and what materials can teachers provide to help them do so? Successfully telling, and even understanding, a joke in a foreign language is a challenging activity that demands linguistic skill, but also one that provides learners with valuable opportunities for language practice, access to cultural knowledge, and also to the cognitive and affective benefits of creative language play.****In the first part of the session, the presenter will outline the key pedagogical and cultural issues that need to be considered when introducing humorous materials in the EFL classroom, including insights both from humour theory, and from recent ELT research, which has begun to suggest broad guidelines for the selection and use of humorous input texts. The second half of the presentation will describe, and report results from, two recent research projects. In the first, students rated a series of thematically-linked newspaper cartoons, and wrote their own original captions, which were in turn rated both by their peers, and by a group of native speakers of English. In the second project, students were introduced to a series of jokes linked to everyday forms and functions found in typical communication classes and texts, which they rated and then used as the basis for their own experiments with English humour, by adapting, recreating, and expanding on the jokes provided.****Richard Hodson is a lecturer in the Faculty of Global Communication at the University of Nagasaki, Siebold (長崎県立大学シーボルト校 国際交流学科)****
:::MASH ETJ JALT Equinox|08/27/2010 13:18:05|/chapters/kq/schedule/2010/september/23|09/23/2010 - 13:15 to 16:30|||Scott Thornbury, Matthew Jenkins, Yukiko Arima, Hiroshi Otani|Join us for this special event in collaboration with MASH and ETJ-Kitakyushu. The plenary speaker for this event will be Scott Thornbury who will be talking about How To Make Grammar Easy (By First Making It Difficult!). There will also be three local speakers giving presentations of special interest to JTEs in elementary and secondary schools.****Matthew Jenkins—Fun And Easy-Japanesey!!****Summary: Teaching only in the target language can be daunting for language teachers. In this class, Matthew will teach an activity for an introductory English class, using only English. He will then teach an activity for an introductory Japanese class using only Japanese. He will create a fun, easy and relaxed class with his students using gestures, teachers’ aides, and humor. If you want to make monolingual classrooms fun and easy, don’t miss this presentation!****Bio: Matthew Jenkins has an MA in applied linguistics, a business degree, and is currently completing a Masters of Teaching. He has taught at university, and currently teaches junior high school and elementary school children. His hobbies include surfing, camping, martial arts, and travel. ****Yukiko Arima—Easy Steps To More English Use In The Classroom****Summary: According to the survey by Ministry of Education, Culture, Sports, Science and Technology, only less than 30 percent of Japanese teachers of English (JTEs) at junior high school reach the expected English level and less than 30% of the teachers use English at least half of the time in the classroom. These results tell us that many JTEs may not feel confident with their own English skills –at least not enough to use more English in the classroom. When JTEs don’t use much English in the classroom, they give not only themselves but also their students less chances to acquire English skills as real communication tools. This creates a vicious circle for language learning. They need to break this vicious circle and to let themselves become active language learners first. However, as the survey showed, there seems to be a big gap between what should be done by JTEs and the reality in the classrooms. Some hints will be suggested to JTEs as their first step to use more English in the classroom confidently.****Bio: After one year of English teaching experience as a new teacher,****I decided to go to Australia to see, hear, and feel a real overseas life. Through the stay in Australia for 7 years, I learned a lot of “生きた英語(ikita eigo)”, which is English that is used in a real communication, not on a textbook.****Having come back to Japan with the academic knowledge and experience of language teaching, and also with “Aussie culture” of course, I’ve been enjoying sharing them with my Japanese students in the classroom.****Hiroshi Otani—Teaching English In English—Easier Advocated Than Done In Japan****Summary: In his college days, the speaker taught English in English at an English Conversation School in Tokyo, and as a student teacher at Kokura High School, Hiroshi Otani spoke almost nothing but English in front of the students from the morning homeroom period through the clean-up periond after class. But on becoming a professional teacher of English a year later, he found it hard to use a lot of English in his class. And basically he experiences the same kind of difficulty doing so at his current school as well. Why is that? His command of English should be good enough for all- English class management, but there are several factors that discourage both the teacher and his students from using English between them in Japan. Nonetheless, Japanese high school teachers of English will have to teach English primarily in English according to the new guideline that is to start in April, 2013. He will share some ideas about how JTEs can start teaching English in English for their students and briefly discuss several factors that hinder many Japanese people from using English.****Scott Thornbury—How To Make Grammar Easy (By First Making It Difficult!)****Summary: Traditionally, grammar is presented, practised and produced (PPP). Durable learning, however, probably depends as much on the learners discovering things for themselves, and the raising of awareness that results. How can teachers engineer this?  One way is by “problematizing” grammar, that is, by posing grammar problems, the solving of which may trigger a restructuring of the learner's internal grammar. Combined with personalization, you have a PP approach, as opposed to the old PPP one.****Bio: I’m originally from New Zealand, and I started my ELT career in IH London in 1975, where my initial training cost me just £65. Now I work for an MA TESOL program run by the New School, New York. I teach online, with two months’ face-to-face teaching in New York in the summer. The experience of teaching online has been enormously interesting.A glance at my bibliography would suggest that my main interest is grammar – I have written (or co-written) five books with the word grammar in the title. In fact, this is misleading. I’m really more interested in teaching – in methodology, in fact – and grammar teaching just happens to be part of that. ****Location: Kitakyushu International Conference Center. I****Entry Fee: ¥1,000 (members) ¥2,000 (non members).****More details: http://tinyurl.com/32dsd74****
:::Portfolios, Assessment and Institutions: An Interim Report.|06/25/2010 09:23:09|/chapters/kq/schedule/2010/october/09|10/09/2010 - 18:30 to 20:00|2019||Hugh Nicoll|****Essentially the presentation will be a case study/interim report on the rationale and interim results of Miyazaki Municipal University's PACS (Personal Assessment Checksheet System) Project.****Hugh Nicoll has been teaching in Japan for twenty-seven years. He is currently professor of English and American Studies at Miyazaki Kouritsu Daigaku. He has been active in JALT since 1994, and serves as coordinator of the Learner Development SIG. His primary research interests include literacy, literature studies, and learner autonomy in language education.****
:::My Share: Internet Resources|06/25/2010 09:14:42|/chapters/kq/schedule/2010/september/11|09/11/2010 - 18:30 to 20:00|||Jose Cruz, Malcolm Swanson, Greg Holloway, and others|Come prepared to introduce your favorite teaching resources from the web.****
:::Dictionary Use Panel|05/06/2010 22:57:07|/chapters/kq/schedule/2010/july/10|07/10/2010 - 18:30 to 20:00|2019||Mark Gibson; Eiki Hattori; Go Yoshizawa; David Latz|****Mark Gibson has seen and used a number of dictionaries for young learners and found that for his purposes they are usually too in-depth or don't contain enough words. Because of this he made his own. He will explain what he thinks makes a good dictionary for young learners and how to use it.****Mark Gibson has taught in Pakistan and Thailand and has his own school in Kokura.****Students at Meiji Gakuen Junior High prepare for the school’s infamous vocabulary tests by creating their own dictionaries with accent, part of speech, and Japanese definitions.  Eiki Hattori will report on his interview survey with third-year students about how to improve the usefulness of these homemade dictionaries.****Eiki Hattori, in his fifth year at Meiji, holds an MA in English Education from Hiroshima University and is interested in researching the effective teaching of writing and translation.****The tight high school curriculum doesn’t allow much instruction in dictionary use in the classroom.  However, electronic dictionaries are potentially efficient tools for students.  Go Yoshizawa will demonstrate some contrite usages of electronic dictionaries in his classes.****Go Yoshizawa, who holds an MA in TESL from Oklahoma City University and is an eleven-year veteran at Meiji, has a special interest in the linguistics of sign language.****David Latz will speak about a university vocabulary program aimed at increasing students’ vocabulary to better achieve on the TOEIC-Bridge test. The program used the Longman Eiwa-jiten dictionary, which identifies the 1000 most common spoken and written English words.  This formed the basis of weekly vocabulary tests.****David Latz is an Australian, Brisbane-born university teacher whose professional interests include pragmatics and cultural codes of conversation.****
:::Developing Personalized Portfolio Rubrics for the EFL Classroom|03/07/2010 16:47:00|/chapters/kq/schedule/2010/may/08|05/08/2010 - 18:30 to 20:00|||Steve Quasha|In this workshop, the presenter will demonstrate how portfolio assessment plays an integral part in his communicative English courses at a Japanese women's university. Participants will experience tasks and activities that will enable them to successfully develop their own grading rubrics, coordinate peer assessment, and learn why shared accountability improves language acquisition based on interactional theories of language.****Creating portfolios provide students with the chance to learn the skills of reflection, self-evaluation, critical thinking and independent learning. Portfolios can be used in a variety of teaching situations to promote student generated experiential learning.****Steve Quasha teaches at Sugiyama Jogakuen University, Nagoya****
:::How and why to improve reading speed|03/07/2010 16:43:09|/chapters/kq/schedule/2010/june/12|06/12/2010 - 18:30 to 20:00|2019||Ken Gibson| More and more ESL teachers in Japan are  discovering the advantages of involving their students in an  active reading program, rather than just  leaving it to the students as homework. This  presentation will cover the presenter's experience with  setting up and using reading programs in companies and  universities. Materials, program control, motivation  and results will be discussed and expanded on freely at the  end of the presentation.****Ken Gibson has been involved with corporate training  and university eduction in Japan for over 20 years. He  is currently teaching at The University of Kitakyushu and  Kyushu Polytechnic College.****
:::Using Manga translation for deeper understanding in the language classroom|01/10/2010 17:38:57|/chapters/kq/schedule/2010/march/13|03/13/2010 - 18:30 to 20:00|2019||Robert S. Murphy|Admittedly, translation may not be the preferred pedagogical method for many non-Japanese EFL teachers. However, this presentation shall explore how translation activities of manga can be effectively implemented in EFL classrooms. Robert S. Murphy shall begin the presentation by discussing the TEFL significances of intercultural understanding and emotion analysis. He will then introduce his framework for measuring translational effectiveness (TRIDENT) and demonstrate the usage of TRIDENT on Matsumoto Leiji's manga. The presentation will end with a fun hands on of TRIDENT and an open discussion of the positive aspects of manga translation in the classroom for deeper understanding.****Robert S. Murphy is a doctoral student in Cognitive Development and Applied Lingusitics. He has an MA in TEFL/TESL from the University of Birmingham. He is currently working with WIDE World, Harvard Graduate School of Education and other institutions in bringing neuroscience and psychology closer to SLA research in Japan. He can be reached at m [at] murphyschool.com****
:::Implementing Differing SLA theories into Teaching|01/09/2010 18:57:29|/chapters/kq/schedule/2010/april/10|04/10/2010 - 18:30 to 20:00|||Matthew J Jenkins|Based on his Masters study with Monash University, Matthew will start by outlining some of the key differing theories in SLA. As each of the SLA theories is introduced, it will be immediately followed up by a discussion on how it can be applied in a classroom, and difficulties that might be encountered.****Matthew Jenkins has university teaching experience, runs an English school with his wife, and teaches both junior high school and elementary school children.****
:::CALL in the classroom - possibilities and outcomes|01/09/2010 18:40:31|/chapters/kq/schedule/2010/february/13|02/13/2010 - 18:30 to 20:00|2019||Paul Collett & Malcolm Swanson|Microblogging in the classroom  (Paul Collett)****Twitter (http://twitter.com) is an internet-based social networking service where users post short text messages (information on what's happening, observations on current events, news, pointers to other resources; anything up to 140 characters long) which other users of the system can then follow and respond to. This microblogging service is an increasingly popular and useful way to keep on top of current events at both the personal and the global level, and provides myriad prospects for the language classroom. In this presentation, we will look at some easy ways to work with the twitter stream, bringing this rich authentic language source into the classroom in a controlled way. We will also consider the possibilities twitter (or microblogging) offers to the teacher and students. Finally, we will look at solutions to create a personalized microblogging service to provide community-building possibilities for your learners.****Paul Collett teaches at Shimonoseki City University, and is the administrator of JALT's internet services.****Social networking as a language learning activity (Malcolm Swanson)****Social networking websites, such as Facebook and Mixi, have proliferated in recent years, but their use in the classroom is limited because of their sheer breadth of scale. In this presentation, Malcolm Swanson will introduce Elgg, an open source networking solution that is perfect for use with small groups. Swanson will explain how to install and set up the software, and how it can be used within language classroom settings. Attendees will be able to play in an Elgg installation in the week following the presentation.****Malcolm Swanson is teaching in the English Department of Seinan Jo Gakuin University. He is also heavily involved in JALT's various publications.****
:::Developing Japanese learners' use of the English article system through task-based learning in an intermediate level University program.|11/11/2009 12:58:34|/chapters/kq/schedule/2010/january/09|01/09/2010 - 18:00 to 20:00|2019||Neil Millington & Colin Thompson|   ********In recent years the Ministry of Education, Culture, Sports, Science and Technology (MEXT) in Japan has expressed its desire for English language educators to move away from more traditional teacher-centered models of instruction and adopt approaches that focus on communication skills and group work. This presentation reports on a project that attempts to respond to this objective. More specifically it describes efforts to introduce task-based learning into a university-level EFL program. It will demonstrate, by way of a series of examples, how communicative tasks were administered to a class of 24 adult learners of English to develop their oral communication strategies and to draw the learners’ attention to the usage of potentially problematic features of the language such as articles. The presenters will begin by outlining the rationale for selecting a task-based approach to developing communication skills and will then go on to describe a methodology that employs ordering and sorting tasks to promote interaction, negotiation of meaning and opportunities for students to reflect on the accuracy of the language used. The presenters will conclude by discussing the advantages and disadvantages of using tasks in their particular learning context and will discuss how their efforts led to the wider use of tasks in their curriculum.************Neil Millington is a lecturer at APU Ritsumeikan University where he teaches Fundamental and Intermediate English classes. He has been teaching in Japan for over seven years and his teaching interests include Task-Based-Learning and Teaching Young Learners.************Colin Thompson is a lecturer at APU Ritsumeikan University where he teachers Intermediate English classes. He has been teaching in Japan for approximately four years and his teaching interests and his teaching interests include the development of oral second language proficiency and the use of pedagogic Tasks.********
:::Year End Party|11/08/2009 22:51:50|/chapters/kq/schedule/2009/december/12|12/12/2009 - 19:00 to 20:30|||All Welcome|Join us for our end-of-year party at Ark in Moji:****http://members3.jcom.home.ne.jp/arkmoji/access.html****Buffet-style menu with live music. All welcome!********Date: December 12****Time: 7:00 pm  - 8:30 pm****Cost: 3,300 yen (for members and non-members)********Please let us know if you wish to join us.****
:::Use of English Language for International Development Work|10/02/2009 12:18:31|/chapters/kq/schedule/2009/november/19|11/19/2009 - 16:20 to 17:50|2019||Amihan April C. Mella-Alcazar|********Dr. Mella-Alcazar, who speaks six languages, will explain how the Philippines achieved its high level of English through the application of two theories of learning: the functional literacy theory and the contextual learning theory. She will use her own experience of learning Japanese to illustrate these two theories.************Amihan April C. Mella-Alcazar is the JALT Asian School for 2009.  Since 2006, Dr. Mella-Alcazar has been Adjunct Professor for International Business and Asian Business Systems at the Asian Institute of Management, Southeast Asia’s premier management school. She has also held Lecturer positions at top universities in the Philippines, namely, the University of the Philippines M.B.A. Program, the Ateneo de Manila School of Management, and the International Academy of Management and Economics M.B.A. Program.************Please note, this meeting will be held at Seinan Jo Gakuin University, Room 6206 (Campus Map: http://www.seinan-jo.ac.jp/univers/c00016.html)****Access: http://seinan-jo.com/study/mod/resource/view.php?id=24************(Co-sponsored by Seinan Jo Gakuin University English Department, as part of the Seinan Lecture Series)****Entrance to this presentation is free - it is open to all.********
:::Language Awareness and Language Variety: Ways to Utilize Tacit Knowledge in Language Classrooms|09/17/2009 14:10:43|/chapters/kq/schedule/2009/october/10|10/10/2009 - 18:00 to 20:00|2019||Saeko Urushibara|********I will propose that English education in Japan, at the elementary school level in particular, be conducted in a larger setting of “Language Awareness”.  This notion includes the following: First, language is a unique symbolic system that allows novel utterances, recursion and so on.  Second, such properties are shared by languages of the world despite apparent differences.  Thus education based on language awareness necessarily involves reflections on the first language and calls for realizing not only language variety but also universal properties that lie behind it.************The view that language has universal properties is supported by researchers in many fields of linguistics: pioneering linguists e.g. de Saussure, Sapir, language typologists e.g., Greenberg, Comrie, theoretical linguists, e.g., Chomsky, and so on.  One can safely say that language is a genetically-endowed property specific to humans.  Given that, it must be that such universality, or our tacit knowledge of language, is activated in the first language acquisition, the second language acquisition and foreign language acquisition/learning.  Therefore, I argue that emphasizing aspects of language that are shared by the first and the target languages will facilitate learners’ access to the target language.  It will also enhance motivation for language learning.************After clarifying that English in Japan is a foreign, not the second, language, I will discuss how we should divide aspects of language and match the sections with appropriate teaching methods.  Vocabulary, or Saussurean signs, is arbitrary in principle, and therefore has to be explicitly “learned”, although learners will soon discover many subregularities as they go by.  Much of grammatical knowledge, on the other hand, is universal, as mentioned above, so comes cost-free in principle.  Hence all we have to do is explicate our tacit knowledge of language, such as “headedness” and “ambiguity”.  I will show examples of how to do that in learners’ first language (in our case Japanese) and then how to apply such knowledge to the target language (English).  For the aspects of grammar that are different between the first and the target languages, such as word order and agreement, I will introduce ways to fill them in, by utilizing “parameters”.************In the remaining part of the talk I hope to touch on the “division of labor” between human resources (language teachers and learners) and machines (CALL).  Specifically, I compare CALL to gym exercise and argue that it is best utilized in vocabulary (words and idioms) learning and distinction of phonological patterns that are lacking in learners’ first language.************Saeko Urushibara is the Director of the Center for Fundamental Education at the University of Kitakyushu. She received her Ph.D. in Linguistics and Cognitive Science from the Department of Psychology, Brandeis University Graduate School, in 1994.********
:::Teaching for the TOEIC |09/16/2009 11:37:39|/chapters/kq/schedule/2009/november/14|11/14/2009 - 18:00 to 20:00|2019||Kimiko Murata, Kristen Sullivan|  ****In this TOEIC themed meeting, two teachers will introduce two different approaches they have used to teach “for the TOEIC test”. Kimiko Murata will talk about how she has successfully helped students to improve their TOEIC scores through helping them become more exam-wise. Kristen Sullivan will demonstrate how she has used TOEIC preparation materials to teach students how to produce business writing genres which commonly appear in the TOEIC reading section. The meeting will conclude with an informal discussion on teaching for the TOEIC and the position of TOEIC in Japanese universities.****Kimiko Murata has worked as a part-time lecturer of English at Kitakyushu City University and Shimonoseki City University for 10 years, and at Seinan Jo Gakuin University for 4 years. She teaches TOEIC classes at both Kitakyushu City University and Seinan Jo Gakuin University. ****Kristen Sullivan is a lecturer at Shimonoseki City University where she teaches Academic English, TOEFL preparation, Composition and Oral Communication. She is co-writer of the recently released Oral Communication textbook Impact Conversation, published by Pearson/Longman.****
:::What is Red?|06/11/2009 12:55:02|/chapters/kq/schedule/2009/september/26|09/26/2009 - 18:00 to 20:00|2019||David Lisgo|David will explore the areas of pre-reading and initial reading skills through the use of simple materials, songs, games and activities, and provide participants with the material teaching tools for practical use in the classroom.****David Lisgo is a school owner of more than 20 years, part-time teacher at Kanoya Taiku Daigaku, Kagoshima ETJ coordinator, a columnist for ETLNews, author of Blending a Hand and creator of teaching materials and games for children. Types of teachers aimed at: for teachers of kindergarten, elementary and 1st grade junior high school children****
:::Teaching/Learning Principles for Oral Communication Courses|02/21/2009 12:07:54|/chapters/kq/schedule/2009/july/11|07/11/2009 - 18:00 to 20:00|2019||Kristen Sullivan|****Every teacher has certain principles, be they based on theory or developed through teaching/learning experiences, which shape their classroom decisions. The presenter will introduce the teaching/learning principles she believes are crucial for oral communication courses and will discuss how they were incorporated into the oral communication textbook Impact Conversation 1 & 2 (Pearson Longman) and how she applies them in her own classes.****Kristen Sullivan is a lecturer at Shimonoseki City University where she teaches Academic English, TOEFL, Composition and Oral Communication. She is co-author of the oral communication textbook Impact Conversation published by Pearson Longman.****
:::Choosing Topics for Writing Classes|02/16/2009 10:03:35|/chapters/kq/schedule/2009/may/09|05/09/2009 - 18:00 to 20:00|||Itsumi Ohmura and Margaret Orleans|In a workshop setting, the presenters will explore topics that stimulated the best writing from their high school students and analyze the factors that characterize the best topics, illustrating their findings with examples of student writing and comparing them with the results of a simple student survey. Participants should bring along some successful topics to share.****Margaret Orleans has been teaching English in Asia for over twenty years. Itsumi Ohmura loves drama and hopes to teach it in English. She has taught in both public and private secondary schools in Japan. The two of them team-taught an Advanced Writing course at Meiji Gakuen.****
:::Neuroscience and Psychology for TEFL|02/16/2009 10:00:41|/chapters/kq/schedule/2009/april/11|04/11/2009 - 18:00 to 20:00|||Robert Murphy|****The Harvard Graduate School of Education focuses on connecting the mind, brain, and education (MBE). It is an exciting, highly relevant field of study for educators. Robert Murphy, a Harvard MBE Institute certificate recipient, will introduce a few of the major points of Harvard's MBE and make them relevant for EFL teachers in Japan.************Robert Murphy is a university instructor, school owner and local TV/ radio personality. He has been living in Japan for over 22 years********
:::Learn through ENIE (English Newspaper in Education)|02/15/2009 16:10:35|/chapters/kq/schedule/2009/june/13|06/13/2009 - 18:00 to 20:00|2019||Toshihiro Yamanishi |****I would say that I have not taught English but taught through English. Through this session I would like to share with the participants various merits of ENIE: English Newspaper in Education.  Many kinds of activities of ENIE will be introduced.****これまでの英語教育の真髄として、私は「英語『を』教える」のではなく、「英語『で』教える」（英語を用いて、教養として物事を教える）事を中心に据えて参りました。今回のテーマは『学校現場で活用できる英字新聞を活用した時事内容（English Newspaper in Education）』と題して、文字通り『ENIE』の効用を皆様と共に考えていきたいと思います。これまでの実践歴を紹介しつつ、最新実践などもご紹介できればと思います。****Originally from Hokkaido, Toshihiro Yamanishi received his master’s degree from Heidelberg University. He has taught English at both public and private high schools, as well as at the tertiary level. He is currently an associate professor at Okayama University. His research areas vary from TESOL, Testing, and Lexicography to ENIE. Yamanishi is the author of several bilingual dictionaries and textbooks for Japanese students.****1964年生まれ。北海道出身。ハイデルベルグ大学院修了（MA）。高等学校教諭、国立高専、私立大学准教授を経て、岡山大学准教授。専門は英語教育学・辞書学・Testing・ENIE・教材開発論など。主な著書に「GENIUS英和大辞典・同　和英辞典（第2版）（大修館書店）・LONGMAN  WORDPOWER英英和辞典（増進会出版社）・大学入試問題正解（旺文社）・大学入試問題（赤本）（教学社）・PROGRESS 21 Book 1 (EDEC) ・ TREASURE  Book1（増進会出版社）」他　計　学術書19冊・一般書23冊、種類。****
:::End of Year Party & Book Swap|11/05/2008 17:12:46|/chapters/kq/schedule/2008/december/13|12/13/2008 - 18:00 to 20:00|||All Welcome|Join us for our annual year-end/Christmas party. Chat about the year gone, and the year ahead, in an informal setting with other chapter members. We'll provide light snacks; please bring a bottle of something you'd like to drink and share with other attendees. Bring a friend, too!****We will also be running a book swap—a great chance to clear some space off your bookshelves, or find something new to read over the New Year break.****
